,Price,Number of bedrooms,Livable surface,Kitchen equipment,Number of bathrooms,Number of toilets,Balcony,State of the property,Surface bedroom 1,Furnished,Surface of living-room,Cellar,Surface kitchen,Number of showers,Number of facades,Surface terrace,Security door,Access for disabled,Sewer Connection,Surface garden,Garage,Brussels,Walloon Brabant,Flemish Brabant,Antwerp,Limburg,Liege,Namur,Hainaut,Luxembourg,West Flanders,East Flanders,Orientation South,Type property
8651,199000,4,180,2,1,1,0,1,25,0,53,0,19,1,2,0,0,0,1,65,1,0,0,0,0,1,0,0,0,0,0,0,1,1
8652,240000,4,182,2,1,1,0,2,25,0,54,0,19,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8658,199000,2,101,1,1,1,0,3,13,0,31,0,6,1,2,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8659,119000,2,98,1,1,1,0,3,14,0,29,1,10,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8660,248000,4,235,2,2,2,0,1,32,0,69,0,25,1,2,0,0,0,1,65,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8662,199500,3,103,2,1,2,1,1,14,0,31,0,11,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8663,139000,2,160,1,1,1,0,1,22,0,47,0,17,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8664,309000,3,155,1,1,1,0,2,22,0,46,0,16,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8666,227000,4,167,2,1,2,0,1,23,0,49,0,18,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8670,225000,3,226,1,1,2,0,1,31,0,67,0,24,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8671,309000,2,198,2,2,2,0,1,27,0,58,0,21,1,2,22,0,0,1,650,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8672,173000,3,172,1,1,1,0,3,24,0,51,1,18,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8673,219000,2,241,1,1,1,0,0,33,0,71,0,26,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8674,249000,3,110,1,1,1,0,0,14,0,27,0,10,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
8675,139990,2,112,1,1,1,0,1,16,0,33,0,12,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8676,148000,4,112,1,1,1,0,1,16,0,33,0,12,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8677,219000,3,135,2,1,1,0,2,19,0,30,0,14,1,2,0,0,0,1,65,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8680,269000,4,171,2,1,2,0,1,24,0,25,0,16,1,2,0,0,0,1,65,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8681,215000,3,185,1,1,1,0,3,26,0,55,0,20,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8683,159000,2,90,1,1,1,0,0,13,0,24,0,9,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8684,174500,2,93,2,1,1,0,1,13,0,28,0,10,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8685,179000,3,90,2,1,1,0,1,5,0,30,0,7,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8686,165000,2,88,1,1,1,0,1,12,0,26,0,9,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8687,399500,3,192,1,1,1,0,2,27,0,57,0,20,1,2,65,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8688,221500,2,102,1,1,1,0,2,14,0,30,0,11,1,2,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8689,129000,2,89,1,1,1,0,0,13,0,34,1,12,1,2,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8690,119900,2,114,2,1,1,0,2,15,0,29,0,10,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8691,119900,2,114,2,1,1,0,2,15,0,29,0,10,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8692,167000,2,95,1,1,1,0,3,13,0,28,0,10,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8693,259000,3,170,1,2,1,0,3,24,0,50,0,18,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8696,399500,3,192,1,1,1,0,3,27,0,57,0,20,1,4,65,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8697,221500,2,102,1,1,1,0,3,14,0,30,0,11,1,4,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8698,239500,2,103,1,1,1,0,3,14,0,31,0,11,1,4,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8699,214500,2,94,1,1,1,0,3,13,0,28,0,10,1,4,33,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8700,379500,3,161,1,1,1,0,3,22,0,48,0,17,1,4,42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8701,201130,2,1,1,1,1,0,1,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8702,265000,2,102,1,1,1,0,3,14,0,30,0,11,1,2,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8703,238405,2,113,1,1,1,0,3,16,0,34,0,12,1,2,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8704,196945,2,94,1,1,1,0,3,13,0,28,0,10,1,2,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8705,129000,3,105,1,1,1,0,1,20,0,20,0,10,1,2,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8706,224025,2,1,1,1,1,0,3,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8707,268300,2,1,1,1,1,0,3,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8708,274825,2,1,1,1,1,0,3,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8709,214050,2,1,1,1,1,0,3,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8710,304950,3,1,1,1,1,0,3,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8711,282950,3,1,1,1,1,0,3,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8712,194475,2,1,1,1,1,0,3,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8713,205280,2,1,1,1,1,0,3,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8714,223720,2,1,1,1,1,0,3,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8715,270820,3,1,1,1,1,0,3,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8716,220630,2,1,1,1,1,0,3,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8717,366200,2,135,2,2,1,0,3,19,0,40,0,14,1,2,47,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8718,175000,3,95,1,1,1,0,3,13,0,28,0,10,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8719,399000,3,250,2,1,1,0,2,34,0,34,0,27,1,3,8,0,0,1,65,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8720,146900,2,114,2,1,1,0,2,15,0,29,0,10,1,3,37,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8721,146900,2,114,2,1,1,0,2,15,0,29,0,10,1,3,33,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8722,136900,2,114,2,1,1,0,2,15,0,29,0,10,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8723,170000,2,88,1,1,1,0,1,12,0,26,0,9,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8724,299000,2,88,1,1,2,0,3,13,0,26,1,9,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8725,345000,2,102,1,1,2,0,3,13,0,30,1,11,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8726,379000,3,107,1,1,2,0,3,12,0,32,1,11,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8728,170000,2,95,1,1,1,0,1,13,0,28,0,10,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8730,245000,2,98,1,1,1,0,3,14,0,29,0,10,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8731,215000,4,204,1,1,2,0,3,28,0,60,0,22,1,2,0,0,0,0,65,0,0,0,0,0,1,0,0,0,0,0,0,1,1
8732,199000,2,140,1,1,1,0,2,19,0,42,0,15,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8733,356794,3,140,1,1,2,0,1,12,0,20,0,15,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
8734,283641,3,110,2,1,2,0,3,12,0,17,0,9,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8735,319773,3,140,2,1,2,0,3,12,0,20,0,20,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8737,269000,3,240,1,1,1,0,3,33,0,71,0,26,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8738,159000,2,103,1,1,2,0,1,14,0,31,0,11,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8739,169000,3,143,1,1,2,0,0,20,0,42,0,15,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8740,258000,3,80,1,1,1,0,1,8,1,23,1,20,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8741,225000,3,100,2,1,1,0,1,11,0,25,1,6,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8742,219000,3,127,1,1,1,0,1,15,0,35,1,9,1,4,20,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8743,99000,2,80,1,1,1,0,1,11,0,24,0,8,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8744,445263,3,140,2,2,1,0,3,19,0,42,0,15,1,2,70,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8745,348121,2,109,2,2,2,0,3,15,0,32,0,11,1,2,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8746,429828,3,146,2,2,2,0,3,20,0,43,0,15,1,2,34,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8747,418362,3,142,2,2,2,0,3,20,0,42,0,15,1,2,42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8748,228046,1,72,2,1,1,0,3,10,0,22,0,7,1,2,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8749,345500,3,200,1,2,2,0,1,28,0,59,0,21,2,2,11,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
8750,219000,3,140,2,1,1,0,2,16,0,33,0,17,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8751,325000,2,134,1,1,2,0,1,19,0,40,0,14,1,2,30,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8753,485000,3,200,2,1,1,0,1,28,0,59,0,21,1,4,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8754,250672,2,108,2,1,1,0,3,15,0,32,0,11,1,2,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8755,258353,2,111,2,1,1,0,3,16,0,33,0,12,1,2,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8756,251376,2,100,2,1,1,0,3,14,0,30,0,10,1,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8757,241362,3,104,2,2,1,0,3,15,0,31,0,11,1,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8758,218479,2,87,2,1,1,0,3,12,0,26,0,9,1,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8759,239610,2,98,2,1,1,0,3,14,0,29,0,10,1,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8760,243285,2,99,2,1,1,0,3,14,0,29,0,10,1,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8762,278000,3,177,2,1,1,0,2,17,0,33,1,16,1,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8763,395000,7,245,2,2,3,0,1,34,0,72,0,26,1,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8764,267000,2,124,2,1,1,0,1,17,0,37,0,13,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8765,399000,2,145,2,1,2,0,3,20,0,43,0,15,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8768,330000,3,181,1,1,1,0,0,25,0,54,0,19,1,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
8769,448500,3,227,2,1,2,0,1,31,0,67,0,24,1,4,25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8771,389000,3,200,2,1,1,0,3,28,0,34,1,14,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8772,159000,2,188,1,1,1,0,0,26,0,56,0,20,1,3,0,0,0,1,618,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8773,222000,2,117,1,1,1,0,1,16,0,35,0,12,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8774,206400,1,78,1,1,1,0,3,11,0,23,1,8,1,2,8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8775,291600,2,99,1,1,1,0,3,14,0,29,0,10,1,2,11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8776,277058,2,108,2,1,1,0,3,15,0,32,0,11,1,2,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8777,278749,2,111,2,1,1,0,3,16,0,33,0,12,1,2,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8778,229596,1,83,2,1,1,0,3,12,0,25,0,9,1,2,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8779,224344,1,79,2,1,1,0,3,11,0,24,0,8,1,2,28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8780,263865,2,108,2,1,1,0,3,15,0,32,0,11,1,2,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8781,271950,2,111,2,1,1,0,3,16,0,33,0,12,1,2,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8782,257507,2,100,2,1,1,0,3,14,0,30,0,10,1,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8783,276801,3,108,2,1,1,0,3,15,0,32,0,11,1,2,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8784,223808,2,87,2,1,1,0,3,12,0,26,0,9,1,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8785,216090,2,84,2,1,1,0,3,12,0,25,0,9,1,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8786,221241,2,88,2,1,1,0,3,12,0,26,0,9,1,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8787,258475,3,106,2,1,1,0,3,15,0,32,0,11,1,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8788,149000,2,82,2,1,1,0,1,12,0,25,0,7,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8789,276750,2,91,1,1,1,0,3,13,0,27,0,9,1,2,28,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8790,189000,3,107,1,1,1,0,3,15,0,32,0,11,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8791,145000,2,85,2,1,1,0,2,12,0,30,0,8,1,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8792,205000,2,83,2,1,1,0,2,14,0,30,1,16,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8793,549000,4,179,1,1,2,0,1,25,0,53,0,19,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8794,169000,2,80,2,1,1,0,1,13,0,34,1,6,1,2,0,0,0,1,65,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8795,30000,2,153,1,1,1,0,0,21,0,45,0,16,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8798,299000,4,200,1,4,1,0,2,28,0,59,0,21,1,2,0,0,0,1,50,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8799,195000,4,156,1,3,3,0,0,22,0,46,0,16,1,2,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8800,195000,4,156,1,3,3,0,0,22,0,46,0,16,1,2,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8802,60000,2,86,1,1,1,0,1,12,0,26,0,9,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8804,79000,2,72,0,1,2,0,0,10,0,13,0,7,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8805,234000,2,178,1,1,2,0,2,15,0,27,1,8,1,2,47,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8806,159000,2,104,1,1,1,0,1,15,0,23,1,11,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8807,148000,5,120,1,1,1,0,1,17,0,26,0,13,1,2,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8808,234000,5,223,1,2,2,0,2,22,0,33,1,16,1,2,46,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8809,60000,4,168,1,1,1,0,0,23,0,50,0,18,1,2,0,0,0,1,70,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8810,65000,2,103,1,1,2,0,0,14,0,25,1,11,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8811,210000,2,70,1,1,1,0,1,15,1,26,1,7,1,2,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8812,144500,1,65,1,1,1,0,2,9,0,20,1,7,1,2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8813,159000,3,108,1,1,1,0,1,14,0,30,1,10,1,2,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8814,175000,3,108,1,1,1,0,1,14,0,30,1,10,1,2,17,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8816,155000,3,90,1,1,1,0,1,13,0,28,0,9,1,2,30,0,0,1,77,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8817,89900,1,46,1,1,1,0,2,12,0,20,1,10,1,3,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8818,210000,4,140,1,1,2,0,1,19,0,42,0,15,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8820,214000,2,86,2,1,1,0,3,12,0,35,0,9,1,2,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8821,90000,4,269,1,1,1,0,0,23,0,34,1,14,1,2,44,0,0,1,135,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8823,284000,3,138,1,1,1,0,3,19,0,41,0,15,1,4,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8824,213500,2,88,1,1,1,0,3,12,0,26,0,9,1,4,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8825,239000,2,110,1,1,2,0,2,21,0,22,0,15,1,2,0,0,1,1,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8827,30000,1,80,1,1,2,0,0,12,0,24,1,8,1,2,0,0,0,1,305,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8828,129000,2,70,1,1,1,0,1,12,0,12,0,11,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8830,79000,2,70,1,1,1,0,0,10,0,15,1,7,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8831,189500,1,69,1,1,1,0,3,10,0,21,0,7,1,4,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8832,276000,2,95,1,1,1,0,3,13,0,28,0,10,1,4,48,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8833,272000,2,99,1,1,1,0,3,14,0,29,0,10,1,4,43,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8834,208500,1,80,1,1,1,0,3,11,0,24,0,8,1,4,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8835,235000,2,135,1,1,1,0,1,19,0,40,0,14,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8836,65000,1,52,1,1,1,0,1,8,0,16,1,6,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8837,281000,3,114,1,1,1,0,3,16,0,37,0,12,1,4,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8838,255000,2,92,1,1,1,0,3,13,0,27,0,10,1,4,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8839,212000,2,96,1,1,1,0,3,14,0,29,0,10,1,4,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8840,212000,2,96,1,1,1,0,3,14,0,29,0,10,1,4,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8841,199000,3,190,1,2,2,0,2,12,0,16,1,13,2,2,0,0,0,1,32,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8842,137000,2,70,2,1,1,0,1,10,0,11,0,7,1,2,8,0,0,1,47,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8843,179900,2,150,1,1,1,0,1,11,0,36,0,13,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8845,180000,5,110,1,2,1,0,2,15,0,33,0,11,1,2,0,0,0,1,50,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8846,119000,1,118,1,1,1,0,1,17,0,37,0,12,1,2,0,0,0,1,50,0,0,0,0,0,0,1,0,0,0,0,0,1,1
8847,110000,2,75,1,1,1,0,3,19,0,16,1,7,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8848,169000,2,105,1,1,2,0,3,15,0,28,0,11,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
8849,110000,2,95,0,1,1,0,0,17,0,18,1,6,1,3,17,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8850,155000,4,150,1,1,1,0,1,18,0,14,1,16,1,2,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8852,245000,4,164,1,1,1,0,1,23,0,30,0,17,1,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8853,249000,3,162,1,2,1,0,1,22,0,48,0,17,1,3,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
8854,69000,2,109,1,1,1,0,0,15,0,19,0,11,1,2,0,0,0,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8855,219000,4,150,1,1,2,0,1,21,0,44,1,16,1,2,0,0,0,1,95,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8856,140000,4,90,1,1,1,0,0,13,0,23,0,9,1,2,0,0,0,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8857,240000,2,100,1,1,1,0,1,14,0,47,0,10,2,3,20,0,0,1,350,1,0,0,0,0,0,1,0,0,0,0,0,1,1
8858,89900,2,50,1,1,1,0,2,13,0,12,0,5,1,2,10,0,0,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8859,129000,2,70,1,1,1,0,0,10,0,25,0,7,1,2,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8860,139000,2,52,1,1,1,0,1,8,0,16,0,5,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8861,169000,2,71,1,1,1,0,1,8,0,37,0,8,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8862,175000,1,74,2,1,1,0,3,11,0,22,0,8,1,2,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8863,196500,1,79,2,1,1,0,3,11,0,24,0,8,1,2,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8864,213500,2,88,2,1,1,0,3,12,0,26,0,9,1,2,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8865,212000,2,96,2,1,1,0,3,14,0,29,0,10,1,2,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8866,268500,3,112,2,1,1,0,3,16,0,33,0,12,1,2,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8867,139500,1,65,1,1,1,0,2,16,0,20,1,8,1,2,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8868,140000,2,80,1,1,1,0,1,11,0,24,0,8,1,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8869,310000,3,102,1,1,1,0,3,14,0,30,0,11,1,4,27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8870,310000,3,118,1,1,1,0,3,17,0,35,0,12,1,4,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8871,263000,3,100,1,1,1,0,3,14,0,30,0,10,1,4,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8872,299000,3,129,1,1,1,0,3,18,0,38,0,14,1,4,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8873,262000,3,100,1,1,1,0,3,14,0,30,0,10,1,4,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8874,212500,2,80,1,1,1,0,3,11,0,24,0,8,1,4,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8875,165000,1,47,1,1,1,0,3,7,0,14,0,5,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
