,Price,Number of bedrooms,Livable surface,Kitchen equipment,Number of bathrooms,Number of toilets,Balcony,State of the property,Surface bedroom 1,Furnished,Surface of living-room,Cellar,Surface kitchen,Number of showers,Number of facades,Surface terrace,Security door,Access for disabled,Sewer Connection,Surface garden,Garage,Brussels,Walloon Brabant,Flemish Brabant,Antwerp,Limburg,Liege,Namur,Hainaut,Luxembourg,West Flanders,East Flanders,Orientation South,Type property
3927,299000,3,129,1,1,2,0,1,18,0,45,1,14,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3928,895000,3,187,2,2,2,0,1,15,0,50,1,20,1,2,40,1,0,1,144,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3929,295000,3,130,2,1,1,1,1,8,0,30,1,11,1,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3930,562000,3,162,2,1,1,1,3,22,0,48,0,17,1,2,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3931,497000,3,150,1,1,2,0,1,21,0,48,0,16,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3932,317000,3,110,2,1,2,0,3,15,0,33,1,11,1,4,14,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3935,475000,3,182,1,2,2,0,1,12,0,33,0,19,1,3,40,0,0,1,210,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3936,660000,3,175,1,1,2,0,1,24,0,47,0,19,1,2,11,0,0,1,300,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3937,475000,4,177,1,1,2,0,2,20,0,55,0,13,1,2,0,0,0,1,200,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3938,330000,4,135,1,1,1,0,0,19,0,27,0,14,2,2,0,0,0,1,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3940,349000,3,145,1,1,2,0,2,18,0,30,1,22,1,2,1,0,1,1,80,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3942,749000,6,396,1,2,3,0,2,19,0,116,1,15,2,3,100,0,0,1,600,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3943,235000,2,85,0,1,1,0,1,13,0,30,1,8,1,2,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3944,249000,2,106,1,1,1,0,1,15,0,22,0,11,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3945,220000,2,85,2,1,1,0,1,12,0,25,0,9,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3946,235000,1,60,1,1,1,0,3,9,0,18,1,6,1,2,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3947,795000,2,142,2,2,3,0,1,20,0,42,0,15,1,2,50,0,0,1,70,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3948,210000,2,75,1,1,1,0,1,11,0,28,0,8,1,2,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3949,645000,3,190,2,1,2,0,2,26,0,55,0,20,1,3,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3951,245000,2,95,1,1,1,0,2,13,0,28,0,10,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3953,225000,3,152,1,1,1,0,0,20,0,33,0,16,1,2,0,0,0,1,150,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3954,451000,3,150,2,1,1,0,2,21,0,44,0,16,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3955,349000,4,284,1,1,1,0,1,11,0,18,1,10,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3956,328584,3,174,1,1,1,0,1,24,0,51,0,18,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3957,355515,3,167,1,1,1,0,3,23,0,49,0,18,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3958,399250,3,215,1,1,2,0,3,16,0,46,0,23,1,3,0,0,1,1,330,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3962,650000,5,400,1,2,2,0,2,16,0,35,1,11,1,4,120,0,0,1,550,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3963,319000,3,105,1,1,1,0,1,17,0,33,0,11,1,3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3965,390000,4,240,1,2,2,0,2,33,0,71,0,26,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3966,449000,3,188,1,1,2,0,2,26,0,46,0,20,1,2,25,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3967,189000,3,225,1,1,3,0,1,12,0,21,0,24,1,3,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3970,215000,4,220,1,1,1,0,0,22,0,20,0,23,1,4,30,0,0,1,250,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3972,379000,4,150,1,2,2,0,1,16,0,25,0,16,1,3,9,0,0,1,240,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3973,435000,3,150,1,1,2,0,1,17,0,36,0,16,1,3,40,0,0,1,200,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3974,244000,3,155,1,1,2,0,0,16,0,44,0,16,1,3,0,0,0,1,236,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3975,384000,3,190,1,1,1,0,3,26,0,56,0,20,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3976,389000,3,160,1,1,2,0,3,19,0,32,0,17,1,3,25,0,0,1,900,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3977,400250,3,215,1,1,2,0,3,16,0,51,0,23,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3978,309000,3,210,1,1,2,0,1,15,0,19,0,22,1,4,0,0,0,1,200,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3979,365000,3,210,1,3,3,0,1,14,0,31,0,22,1,3,50,0,0,1,1900,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3980,159000,2,130,1,1,2,0,1,12,0,18,0,14,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3981,294000,3,128,1,1,1,0,1,19,0,21,0,13,1,2,40,0,0,1,1100,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3983,609294,3,190,1,1,2,0,3,26,0,56,0,20,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3986,225000,2,101,1,1,1,0,1,17,0,40,0,11,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3987,179000,1,81,1,1,1,0,3,13,0,35,0,8,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3988,249000,3,157,1,1,2,0,1,6,0,30,1,13,1,2,0,0,0,1,80,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3991,410000,3,250,2,1,1,0,2,34,0,74,0,27,1,2,8,0,0,1,65,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3992,329000,4,160,1,1,2,0,1,22,0,45,0,17,1,3,0,0,0,1,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3993,295000,3,170,1,1,1,0,0,24,0,50,0,18,1,2,0,0,0,1,65,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3994,375000,2,295,0,1,1,0,3,33,0,24,1,26,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3995,359000,4,115,1,1,2,0,1,16,0,34,0,12,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3997,259000,1,79,2,1,1,0,1,18,0,37,0,8,1,2,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3999,249000,2,85,1,1,1,0,1,12,0,28,0,9,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4000,209000,1,60,1,1,1,0,1,9,0,18,0,6,1,2,0,0,0,1,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4001,238000,2,91,1,1,1,0,1,11,0,27,0,8,1,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4002,265000,3,110,1,1,1,0,1,15,0,33,0,11,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4003,369000,2,120,2,1,1,0,1,17,0,24,0,13,1,2,16,0,0,1,32,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4005,369000,5,230,1,2,1,0,1,32,0,34,0,25,1,2,35,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4006,234000,1,65,1,1,1,0,1,9,0,20,0,7,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4007,295000,2,90,1,1,1,0,1,13,0,27,0,9,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4008,394500,2,97,2,1,1,0,2,14,0,29,1,10,1,2,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4009,295000,2,95,2,1,1,0,2,13,0,35,0,11,1,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4010,235000,1,65,2,1,1,0,2,9,0,18,1,7,1,1,0,1,1,1,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4011,199900,1,62,1,1,1,0,2,11,0,19,0,10,1,2,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4012,185000,1,50,1,1,1,0,3,7,1,15,0,5,1,2,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4013,260000,3,85,1,1,1,0,1,12,0,25,0,9,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4014,230000,1,68,1,1,1,0,2,10,0,20,0,7,1,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4015,395000,3,170,1,1,2,0,1,24,0,50,0,18,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4016,180000,1,60,1,1,1,0,1,9,0,24,0,6,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4017,275000,3,125,1,1,1,0,1,17,0,38,0,13,1,4,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4018,285000,2,200,1,1,2,0,0,28,0,24,0,21,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4019,385000,4,160,2,1,1,0,2,22,0,30,1,18,1,3,60,0,0,0,150,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4021,220000,2,85,1,1,1,0,1,22,0,27,0,7,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4022,249000,3,120,0,1,1,0,0,17,0,28,0,13,1,2,0,0,0,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4024,600000,3,180,1,1,1,0,1,25,0,53,0,19,1,4,0,0,0,1,650,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4025,369000,5,230,1,2,1,0,1,32,0,34,0,25,1,2,35,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4026,325000,1,80,2,1,1,0,1,11,1,24,0,8,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4027,265000,2,85,1,1,1,0,1,13,0,40,1,9,1,2,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4028,199000,1,65,1,1,1,0,1,9,0,37,0,7,1,4,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4029,299000,3,106,2,1,1,0,2,15,0,38,0,8,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4030,199900,1,60,1,1,1,0,1,9,1,18,0,6,1,2,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4031,190000,1,50,1,1,1,0,1,14,0,15,0,12,1,2,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4032,190000,1,50,1,1,1,0,1,14,0,15,0,12,1,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4033,354348,3,253,2,1,1,0,3,35,0,75,0,27,1,3,0,0,0,1,65,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4034,339455,3,120,1,1,1,0,3,13,0,49,0,13,1,2,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4035,620000,3,290,1,1,2,0,3,13,1,30,0,14,1,2,60,0,0,1,320,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4036,315000,3,109,1,1,1,0,2,15,0,32,0,11,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4037,582655,3,206,2,2,2,0,3,28,0,61,0,22,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4038,290000,2,81,2,1,1,0,1,11,0,27,0,8,1,3,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4039,265000,3,150,1,1,1,0,0,18,0,32,1,26,1,3,30,0,0,1,400,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4040,420000,4,230,1,1,1,0,0,32,0,68,0,25,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4041,310000,3,112,1,1,3,0,0,16,0,32,0,12,1,2,8,0,0,1,190,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4042,430000,2,147,1,1,1,0,0,20,0,45,0,16,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
4043,379700,2,120,1,1,1,0,1,17,0,36,0,13,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4044,465000,3,140,1,1,2,0,3,10,0,40,1,8,1,2,30,1,0,1,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4045,274000,2,120,1,1,1,0,2,23,0,36,1,14,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4046,372500,4,159,2,1,2,0,3,13,0,48,0,15,1,3,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4048,195000,1,140,0,1,1,0,0,16,0,16,0,12,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4049,140000,3,100,1,1,1,0,0,14,0,30,0,10,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4050,449000,3,190,2,1,2,0,2,26,0,56,1,20,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4052,375000,3,162,1,1,1,0,2,22,0,48,0,17,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4054,345000,4,116,1,1,1,0,0,16,0,27,0,12,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4055,499000,3,208,2,2,2,0,1,29,0,61,0,22,2,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4056,430000,2,147,1,1,1,0,0,20,0,45,0,16,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
4057,478000,3,150,1,1,3,0,1,15,0,40,0,16,1,2,27,0,0,1,145,1,0,0,1,0,0,0,0,0,0,0,0,1,1
4058,395000,5,236,2,1,2,0,1,33,0,32,0,25,1,2,40,0,0,1,365,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4059,620554,3,190,1,1,2,0,3,26,0,56,0,20,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4060,295000,4,159,0,1,2,0,0,17,0,35,1,6,1,3,50,0,0,1,400,1,0,0,1,0,0,0,0,0,0,0,0,1,1
4061,312000,3,175,1,1,1,0,2,16,0,30,1,16,1,2,25,0,0,1,150,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4062,419000,3,185,1,1,1,0,2,27,0,18,1,20,1,4,67,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4063,179000,1,60,1,1,1,0,1,9,0,23,0,6,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4064,325000,2,121,2,1,1,0,2,13,0,36,0,9,1,2,15,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4065,256000,1,89,1,1,1,0,3,13,0,27,1,9,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4066,295000,3,115,1,1,2,0,3,16,0,34,1,12,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4067,299000,2,104,1,1,2,1,3,15,0,31,1,11,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4068,299000,2,123,1,1,2,1,3,17,0,37,1,13,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4069,289000,2,126,1,1,2,1,3,18,0,37,1,13,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4070,289000,2,118,1,1,2,1,3,17,0,35,1,12,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4071,610000,3,234,2,1,2,0,3,32,0,69,0,25,1,2,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4072,499000,2,205,1,1,1,0,3,17,0,41,0,12,1,4,20,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4073,369000,4,250,0,1,1,0,0,11,0,30,0,11,1,3,11,0,0,1,900,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4074,625000,4,220,1,2,1,0,1,30,0,40,0,23,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4075,469000,4,225,2,2,3,0,2,15,0,66,1,24,1,3,0,0,0,1,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4076,394000,2,95,1,1,1,0,3,14,0,28,0,10,1,2,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4077,315000,3,127,2,1,1,0,3,18,0,47,0,13,1,2,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4078,249000,2,86,2,1,1,0,2,17,0,36,1,9,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4079,848000,4,385,2,3,3,0,2,21,0,60,0,18,3,4,150,1,0,1,120,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4080,73000,1,34,1,1,1,0,1,5,0,10,0,3,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4081,649000,4,214,1,2,2,0,3,23,0,63,0,23,1,2,95,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4082,850000,3,275,1,2,1,0,3,13,0,27,0,18,1,4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4087,350000,3,115,2,1,1,0,3,16,0,38,0,12,1,2,15,1,0,1,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4088,745000,4,215,1,2,2,0,2,20,0,45,0,23,1,4,20,0,0,1,580,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4089,469000,3,175,2,1,3,0,0,24,0,31,0,19,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4090,249000,3,125,2,1,1,0,1,17,0,32,0,13,1,2,15,0,0,1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4091,420000,4,241,2,2,2,0,1,33,0,71,0,26,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4092,445000,4,151,2,1,2,0,1,21,0,30,0,16,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4093,400000,3,106,2,1,3,0,2,14,0,23,0,21,1,2,11,0,0,1,61,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4094,350000,4,130,1,1,2,0,1,18,0,39,0,14,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4095,430000,3,150,1,1,2,0,1,21,0,30,0,16,2,2,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4096,339000,1,90,1,1,1,0,2,13,1,32,0,9,1,2,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4097,95000,1,34,1,1,1,0,2,5,0,34,0,3,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4098,419000,2,160,1,2,2,0,2,16,0,44,1,17,1,2,20,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4099,331000,2,94,1,1,1,0,3,13,0,28,0,10,1,2,19,0,1,1,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4100,129500,1,28,1,1,1,0,1,9,0,12,0,4,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4101,100000,1,28,1,1,1,0,2,4,0,27,0,3,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4104,450000,3,140,1,1,2,0,2,19,0,37,0,15,1,2,15,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4106,275000,3,175,1,1,1,0,0,24,0,52,0,19,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4107,299000,2,95,1,1,1,0,2,18,0,35,0,7,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4108,549000,5,227,1,2,2,0,2,31,0,67,1,24,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4109,365000,2,115,2,1,2,0,3,16,0,34,1,12,1,2,40,0,0,1,65,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4110,370000,2,115,2,1,2,0,3,16,0,34,1,12,1,2,43,0,0,1,65,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4111,290000,1,90,2,1,1,0,3,13,0,27,1,9,1,2,8,0,0,1,70,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4112,300000,1,90,2,1,1,0,3,13,0,27,1,9,1,2,8,0,0,1,90,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4113,1000000,5,260,1,2,2,0,1,10,0,24,1,17,1,4,0,0,0,1,65,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4114,269000,3,105,1,1,1,0,1,15,0,32,0,11,1,2,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4115,319000,2,89,1,1,1,0,1,13,0,28,0,9,1,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4116,225000,3,118,1,1,1,0,0,17,0,35,0,12,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4117,249000,2,85,1,1,1,0,3,16,0,30,0,9,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4119,315000,3,127,2,1,1,0,3,18,0,47,0,13,1,2,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4120,470000,3,170,2,2,1,0,1,24,0,47,1,10,1,2,16,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4121,399000,3,156,1,1,2,0,1,22,0,23,0,16,1,2,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4122,265000,3,90,2,1,1,0,2,15,0,18,1,22,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4123,425000,4,240,2,1,1,0,1,33,0,71,1,26,1,2,35,0,0,1,133,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4124,465000,3,220,1,1,2,0,2,30,0,46,0,23,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4125,495000,4,200,1,1,2,0,0,28,0,31,0,21,1,2,10,0,0,1,200,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4126,189000,2,77,1,1,1,0,2,14,0,32,0,8,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4127,175000,1,70,1,1,1,0,2,12,0,25,0,7,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4128,169000,1,67,1,1,1,0,2,12,0,22,0,7,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4129,195000,2,80,1,1,1,0,2,14,0,32,0,8,1,3,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4130,280000,2,64,1,1,1,0,3,14,0,24,0,6,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4131,339000,1,90,1,1,1,0,2,13,1,32,0,9,1,2,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4132,209000,2,95,1,1,1,0,3,10,0,31,0,10,1,2,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4133,179000,1,70,1,1,1,0,2,12,0,25,0,7,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4134,179000,2,64,1,1,1,0,2,8,0,26,1,6,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4135,200000,1,60,2,1,1,0,1,9,0,17,0,6,1,2,10,0,0,1,75,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4136,239000,2,93,1,1,1,0,2,15,0,30,1,12,1,2,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4137,220000,2,84,1,1,1,0,1,15,0,30,1,9,1,2,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4138,225000,2,85,1,1,1,0,1,14,0,28,1,9,1,2,12,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4139,259000,2,85,1,1,1,0,1,13,0,40,1,10,1,2,18,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4140,360000,3,120,2,1,1,0,1,17,0,43,1,11,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4141,269000,2,87,2,1,1,0,1,15,0,28,1,8,1,3,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4143,445000,3,270,1,2,1,0,2,18,0,26,1,18,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4144,359000,4,224,1,1,1,0,0,31,0,66,0,24,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4146,249000,2,231,1,1,1,0,2,20,0,18,1,12,1,2,23,0,0,1,140,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4147,285000,3,171,1,1,2,0,0,24,0,51,0,18,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4148,330000,2,185,2,1,1,0,0,26,0,55,0,20,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4149,375000,3,124,1,1,1,0,3,10,0,42,0,13,1,2,26,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4151,399500,3,160,1,1,1,0,3,18,0,36,0,6,1,3,15,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4152,595000,3,208,2,1,2,0,2,29,0,28,0,22,1,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4153,389000,4,140,2,1,1,0,1,19,0,30,0,15,1,2,63,0,0,1,300,1,0,0,1,0,0,0,0,0,0,0,0,0,1
4154,399000,3,170,1,1,1,0,0,12,0,14,0,18,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
